function_code,function,category_code,category,subcategory,raw_coverage,weighted_coverage,unique_coverage,techniques_covered,greedy_rank,marginal_at_rank
DE,DETECT,DE.CM,Continuous Monitoring,DE.CM-09,28,2.68,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002;T1567.002,5,0.0
GV,GOVERN,GV.OC,Organizational Context,GV.OC-01,0,0.0,0.0,,,0.0
GV,GOVERN,GV.OC,Organizational Context,GV.OC-02,0,0.0,0.0,,,0.0
GV,GOVERN,GV.OC,Organizational Context,GV.OC-03,0,0.0,0.0,,,0.0
GV,GOVERN,GV.OC,Organizational Context,GV.OC-04,0,0.0,0.0,,,0.0
GV,GOVERN,GV.OC,Organizational Context,GV.OC-05,1,0.04,0.0,T1041,52,0.0
GV,GOVERN,GV.OV,Oversight,GV.OV-01,0,0.0,0.0,,,0.0
GV,GOVERN,GV.OV,Oversight,GV.OV-02,0,0.0,0.0,,,0.0
GV,GOVERN,GV.OV,Oversight,GV.OV-03,0,0.0,0.0,,,0.0
GV,GOVERN,GV.PO,Policy,GV.PO-01,0,0.0,0.0,,,0.0
GV,GOVERN,GV.PO,Policy,GV.PO-02,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-01,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-02,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-03,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-04,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-05,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-06,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RM,Risk Management Strategy,GV.RM-07,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RR,"Roles, Responsibilities, and Authorities",GV.RR-01,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RR,"Roles, Responsibilities, and Authorities",GV.RR-02,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RR,"Roles, Responsibilities, and Authorities",GV.RR-03,0,0.0,0.0,,,0.0
GV,GOVERN,GV.RR,"Roles, Responsibilities, and Authorities",GV.RR-04,0,0.0,0.0,,,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-01,0,0.0,0.0,,,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-02,0,0.0,0.0,,,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-03,0,0.0,0.0,,,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-04,1,0.04,0.0,T1041,51,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-05,3,0.52,0.0,T1041;T1078;T1078.004,45,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-06,3,0.52,0.0,T1041;T1078;T1078.004,44,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-07,3,0.52,0.0,T1041;T1078;T1078.004,43,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-08,3,0.52,0.0,T1041;T1078;T1078.004,42,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-09,3,0.52,0.0,T1041;T1078;T1078.004,41,0.0
GV,GOVERN,GV.SC,Cybersecurity Supply Chain Risk Management,GV.SC-10,11,1.29,0.0,T1021.001;T1041;T1046;T1053.005;T1059.001;T1078;T1078.004;T1133;T1190;T1552;T1566,24,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-01,7,0.68,0.0,T1021.001;T1046;T1053.005;T1059.001;T1133;T1189;T1190,30,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-02,14,1.08,0.0,T1021.001;T1041;T1046;T1053.005;T1059.001;T1078.004;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1552;T1567.002,26,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-03,19,1.67,0.0,T1003;T1021.001;T1041;T1046;T1071.001;T1078;T1098;T1105;T1133;T1189;T1190;T1204.002;T1219;T1489;T1552;T1566;T1566.001;T1566.002;T1567.002,19,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-04,9,0.62,0.0,T1021.001;T1041;T1078.004;T1110.003;T1110.004;T1133;T1136.001;T1552;T1567.002,40,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-05,0,0.0,0.0,,,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-07,2,0.1,0.0,T1003;T1552,50,0.0
ID,IDENTIFY,ID.AM,Asset Management,ID.AM-08,7,0.96,0.0,T1003;T1041;T1078;T1078.004;T1189;T1190;T1552,27,0.0
ID,IDENTIFY,ID.IM,Improvement,ID.IM-01,27,2.63,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002,11,0.0
ID,IDENTIFY,ID.IM,Improvement,ID.IM-02,27,2.63,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002,10,0.0
ID,IDENTIFY,ID.IM,Improvement,ID.IM-03,27,2.63,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002,9,0.0
ID,IDENTIFY,ID.IM,Improvement,ID.IM-04,2,0.63,0.0,T1486;T1490,38,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-01,27,2.63,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002,7,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-02,0,0.0,0.0,,,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-03,0,0.0,0.0,,,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-04,0,0.0,0.0,,,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-05,0,0.0,0.0,,,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-06,0,0.0,0.0,,,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-07,18,1.59,0.0,T1003;T1041;T1046;T1071.001;T1078;T1078.004;T1105;T1110.003;T1110.004;T1189;T1190;T1204.002;T1219;T1489;T1552;T1566;T1566.001;T1566.002,23,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-08,9,1.15,0.0,T1021.001;T1046;T1053.005;T1059.001;T1078;T1133;T1190;T1552;T1566,25,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-09,14,1.95,0.0,T1003;T1059.001;T1059.003;T1078;T1078.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1490;T1552,17,0.0
ID,IDENTIFY,ID.RA,Risk Assessment,ID.RA-10,0,0.0,0.0,,,0.0
PR,PROTECT,PR.AA,"Identity Management, Authentication, and Access Control",PR.AA-01,20,1.86,0.0,T1003;T1021.001;T1041;T1053.005;T1059.001;T1059.003;T1078;T1078.004;T1098;T1110.003;T1110.004;T1133;T1136.001;T1190;T1489;T1490;T1552;T1566;T1566.001;T1566.002,18,0.0
PR,PROTECT,PR.AA,"Identity Management, Authentication, and Access Control",PR.AA-02,2,0.48,0.0,T1078;T1078.004,47,0.0
PR,PROTECT,PR.AA,"Identity Management, Authentication, and Access Control",PR.AA-03,17,1.63,0.0,T1003;T1021.001;T1053.005;T1059.001;T1078;T1078.004;T1098;T1110.003;T1110.004;T1133;T1136.001;T1190;T1489;T1552;T1566;T1566.001;T1566.002,20,0.0
PR,PROTECT,PR.AA,"Identity Management, Authentication, and Access Control",PR.AA-04,2,0.48,0.0,T1078;T1078.004,46,0.0
PR,PROTECT,PR.AA,"Identity Management, Authentication, and Access Control",PR.AA-05,21,2.34,0.05,T1003;T1021.001;T1041;T1053.005;T1059.001;T1059.003;T1078;T1078.004;T1098;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1219;T1486;T1489;T1490;T1552;T1657,15,0.05
PR,PROTECT,PR.AA,"Identity Management, Authentication, and Access Control",PR.AA-06,0,0.0,0.0,,,0.0
PR,PROTECT,PR.AT,Awareness and Training,PR.AT-01,0,0.0,0.0,,,0.0
PR,PROTECT,PR.AT,Awareness and Training,PR.AT-02,0,0.0,0.0,,,0.0
PR,PROTECT,PR.DS,Data Security,PR.DS-01,28,2.68,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002;T1567.002,1,2.68
PR,PROTECT,PR.DS,Data Security,PR.DS-02,28,2.68,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002;T1567.002,2,0.0
PR,PROTECT,PR.DS,Data Security,PR.DS-10,28,2.68,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002;T1567.002,3,0.0
PR,PROTECT,PR.DS,Data Security,PR.DS-11,3,0.68,0.0,T1003;T1486;T1490,31,0.0
PR,PROTECT,PR.IR,Technology Infrastructure Resilience,PR.IR-01,28,2.68,0.0,T1003;T1021.001;T1041;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002;T1567.002,6,0.0
PR,PROTECT,PR.IR,Technology Infrastructure Resilience,PR.IR-02,2,0.63,0.0,T1486;T1490,35,0.0
PR,PROTECT,PR.IR,Technology Infrastructure Resilience,PR.IR-03,6,0.91,0.0,T1003;T1041;T1078;T1078.004;T1189;T1190,28,0.0
PR,PROTECT,PR.IR,Technology Infrastructure Resilience,PR.IR-04,2,0.63,0.0,T1486;T1490,37,0.0
PR,PROTECT,PR.PS,Platform Security,PR.PS-01,26,2.59,0.0,T1003;T1021.001;T1046;T1053.005;T1059.001;T1059.003;T1071.001;T1078;T1078.004;T1098;T1105;T1110.003;T1110.004;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1489;T1490;T1552;T1566;T1566.001;T1566.002,14,0.0
PR,PROTECT,PR.PS,Platform Security,PR.PS-02,14,1.61,0.0,T1003;T1059.001;T1059.003;T1133;T1136.001;T1189;T1190;T1204.002;T1219;T1486;T1490;T1552;T1566;T1566.001,21,0.0
PR,PROTECT,PR.PS,Platform Security,PR.PS-03,0,0.0,0.0,,,0.0
PR,PROTECT,PR.PS,Platform Security,PR.PS-04,0,0.0,0.0,,,0.0
PR,PROTECT,PR.PS,Platform Security,PR.PS-05,0,0.0,0.0,,,0.0
PR,PROTECT,PR.PS,Platform Security,PR.PS-06,5,0.86,0.0,T1041;T1078;T1078.004;T1190;T1552,29,0.0
RC,RECOVER,RC.CO,Incident Recovery Communication,RC.CO-03,0,0.0,0.0,,,0.0
RC,RECOVER,RC.CO,Incident Recovery Communication,RC.CO-04,2,0.63,0.0,T1486;T1490,33,0.0
RC,RECOVER,RC.RP,Incident Recovery Plan Execution,RC.RP-01,2,0.63,0.0,T1486;T1490,34,0.0
RC,RECOVER,RC.RP,Incident Recovery Plan Execution,RC.RP-02,2,0.63,0.0,T1486;T1490,36,0.0
RC,RECOVER,RC.RP,Incident Recovery Plan Execution,RC.RP-03,3,0.68,0.0,T1003;T1486;T1490,32,0.0
RC,RECOVER,RC.RP,Incident Recovery Plan Execution,RC.RP-04,0,0.0,0.0,,,0.0
RC,RECOVER,RC.RP,Incident Recovery Plan Execution,RC.RP-05,2,0.63,0.0,T1486;T1490,39,0.0
RC,RECOVER,RC.RP,Incident Recovery Plan Execution,RC.RP-06,0,0.0,0.0,,,0.0
RS,RESPOND,RS.AN,Incident Analysis,RS.AN-03,0,0.0,0.0,,,0.0
RS,RESPOND,RS.AN,Incident Analysis,RS.AN-06,0,0.0,0.0,,,0.0
RS,RESPOND,RS.AN,Incident Analysis,RS.AN-07,0,0.0,0.0,,,0.0
RS,RESPOND,RS.AN,Incident Analysis,RS.AN-08,0,0.0,0.0,,,0.0
RS,RESPOND,RS.CO,Incident Response Reporting and Communication,RS.CO-02,0,0.0,0.0,,,0.0
RS,RESPOND,RS.CO,Incident Response Reporting and Communication,RS.CO-03,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MA,Incident Management,RS.MA-01,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MA,Incident Management,RS.MA-02,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MA,Incident Management,RS.MA-03,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MA,Incident Management,RS.MA-04,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MA,Incident Management,RS.MA-05,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MI,Incident Mitigation,RS.MI-01,0,0.0,0.0,,,0.0
RS,RESPOND,RS.MI,Incident Mitigation,RS.MI-02,0,0.0,0.0,,,0.0
